sentiment,content
happiness,@alphonso I'm in SF right now
sadness,"@ the Eldorado house, goodbye Aliante house. *Memories made, memories fade!"
happiness,"@marieskizo Amazing! The concert, the city, everything. It was really an awesome trip"
sadness,I dont like this random gloomy weather
happiness,Good day all. Let's see what we can get accomplished today together.
happiness,"@Hannah_21Thanks, I'll keep working on her   @RoshiKK lol good idea!"
happiness,@zef  the car illusin is Kool
sadness,"i wanna see 'up' tonight, but no one will go with me. whhhyyy"
happiness,dad's posting got postponed ONE HOUR before he was meant to leave. either going to afganistan or NOWHERE. i'm sorta happy  but he's gutted
happiness,I be having a drink with Marc while Izzy is sleepin  woot woot!
sadness,@jkblacker Unfortunately I'm not @jamesog - someone's squatting on that
happiness,@turtleclansago thanx for the msg! glad u liked my singing!
sadness,"@chezery and Im just going into work... if we were married, we wud never see each other"
happiness,Gooood morning!
sadness,"@ESPNCommunityEd Don't forget Nash, how disappointing as a Suns fan"
happiness,@ChEmIcALbUlLeTs thats sweet
sadness,"@kaelahbee Aw, Kaelah I feel so bad for you. This sounds serious? Please get better soon. I admire you for still working hard and stuff."
sadness,man.. it's starting to rain real hard..
happiness,@LLCOOLDAVE yeah they r. im going to their concert at the end of the month
happiness,this weekend was a very relaxing one.. i was at my cousin's place and watch a tv series &quot;Tru Calling&quot; really cool
sadness,"Wee laddie's been SO upset for about 2 hours. Tried soothing him in bed, nursing, etc. Nope. Up at 3:30am for real food. Blue Clues now."
sadness,@yiannis_k good question  could they?
happiness,Happy Star Wars day ! May the 4th be with you
happiness,Anthony's pretty wicked too.
happiness,wants to go to walmart. but won't go alone
happiness,@danni_30439 I really wish I could go!
happiness,"@LucyKD lmao, im only joking mate"
happiness,"@petecooper Happy anniversary to you and @fluffymuppet! Hoping for many, many more. All the best from all of us"
sadness,Failed that shit LOL
happiness,"@tenuousness: aoh is one of the best bands. they played my frosh, i was stoked. i have to work tonight, or else i'd totally be there!"
happiness,is in a good mood
sadness,"I'm so unhappy being here. I hate it. It's affecting everything. My relationships with people, my personality, my attitude..."
sadness,@half_a_mind Chris and I are staying in Glasgow instead cause there is absolutely no accomodation in Edinburgh due to the marathon
sadness,I hate not bringing my ipod to school
happiness,Proud 2 B a trekkie . The new Star Trek movie RUUULLZZZ
sadness,My computer dies soon  - its so much virus on it but my virus scanner  cant find it :S
sadness,Want to hang out with beth and tenaya and their hubbys tonight....but jon wants to hang out with some other people
happiness,"I'm eating a flake storm from hungry jacks. or as americans call it, burger king"
happiness,this week of mine was not easy!  but finally it's over! (:
sadness,lots of Reqs today.... no fun
sadness,Soooo bummed I'm missing the blockparty again! Haven't been able to get the app to listen on my iPhone!!
happiness,"@sexysapphire Thanks, I love it"
happiness,bought my dress yesterday!!  Only 12 more days til Chris is home. So excited! Gavin has his first tooth
sadness,@Bookfoolery they used to have a Book Expo in Canada (Toronto) but the cancelled it this year  #BEAtwittyparty #BEAtwittyparty
sadness,@mileycyrus Workin ur crazy sched. has to be tiring..its gotta  be hard being famous  but jus kno u have Bazillionz of fans supprtin u
sadness,@KoFiBaBy wats gooood !! miss yall already
happiness,@Doc_the_BigMan hey! Ive never caught enyone on live before!
sadness,Trully a awful day! Shitty!
sadness,Got rocks. And found my car got birdied this evening.
sadness,"@sethsimonds I am grateful for a great marriage, awesome kids, and a business that rocks! I guess the rest of my family is ok too."
sadness,"@Jae878 oh yes, i ave never orderd from there, a lil funny at first to do so, i will check it our ta"
happiness,@stephanewws Thanks for finding me!  Have a wonderful evening!
happiness,"@sueveeyall Haha, I wish I could"
sadness,trying to spending time away from the reality....broke my heart again
happiness,@niuts14 Our weekend was also great... two friends of Julia were here for four days...
happiness,@ Butlers watching Dr. Farmer rock out w/ the hispanic Jimmy Hendrix ... drinking Cosmos
sadness,my followers went from 22 to 20  i'd follow you back but i cant do anything till i get interwebnet! I want more followers. Im interesting!
sadness,The storm is here and the electricity is gone
sadness,Stupid Twitter - now I'm faceless ...
happiness,had the best weekend
sadness,"Full, thanks for the food Jean  I should have brought that half of the watermelon with me and eat it on the freeway and crash and die."
happiness,@DirtyDizco Maaan if I wasnt in pain I'd come. I wanna come  eat some 4 me lol *rolls eyes*
happiness,i miss k_ris punking me everytime we hung out and effnng me up
sadness,@unitechy wud like to. But I actually have a free weekend this time and family is visiting. so I'm staying put. next time
happiness,I AM OFFICIALLY CELEBRATING MY 400TH TWEET. Wow! I am so proud  Its great.
sadness,@ChariceManiacs  me too! i don't know why every time i listen to it i start to cry!
sadness,"@unmarketing Fun idea. But, if we saw how clothing would really look on the slouchy, would we buy? Think not.   People R buying the dream."
happiness,Glad to be home.  Punched out late today.  I am very tired.  Thank goodness I am off tonight.  Will make sure I do something fun today.
sadness,left the inn  now im at school. dang its straight up dead here!! [&lt;3Hannah]
happiness,"@ClayWalker so glad, I hope yall make it back down near New Orleans"
happiness,Spanish... The suckiest class ever. But I'm learning atleast. Te quiero Tiasha!
happiness,@IntelliCAD Perfect! Thank you.  &lt;3&lt;3
happiness,@nethra - one more funny msg on fb. this time with an actual link  today i have received 5 such messages
sadness,Dangit! I just got my Kiss Album in and it's the wrong color.
sadness,it is always sunny on days when i can't possible be outside.  life is out to get me
happiness,Happy morning Sunshine  It's May 4! I'm driving with the windows down and singing and smiling and not wearing shoes because i'm Kirsten!
sadness,need some Pizza...can't get out of office
sadness,I think Ive buggered up my mobile  ack. I am a stubborn arse and refuse to get a new one.
sadness,got beat by super LARRYonation
happiness,feels at home to be back at church
happiness,@tomfelton http://twitpic.com/4jam0 - Oh it's so beautiful! I'm happy you had a great time! Heartz
happiness,@OkayRay thanx for the bday wishes ray
sadness,dont get to see my boys tomorroww.im sad
happiness,"@Natalie_Brown Thank you so much Natalie, hope u are well"
happiness,getting ready for the dayyyyyyyyyyyy. i hope work goes good!
sadness,@joenkobema73 what's wrong? How come u in pain?
happiness,Just woke up. Gonna have a shower and go to Nan's for Mother's day lunch. Happy Mother's day
happiness,@MOOVMNT Hey
happiness,@EricaMcGraw hi!! im glad you had fun at tennis! im about to go see dr dorfman   last visit though!!
happiness,Ok we found our way now... I think  tonight let's just let go its dance time!
sadness,"@wethedan nope, would be no music"
happiness,at school. Rusty just put Oh It Is Love on my ipod. awh
sadness,Today more sore than surgery day. Glad I took extra sick day.  Full recovery expected after 6 weeks.  Calling lawn service firms today
happiness,Whistling while you work = LAME! lol
happiness,ooo how i love a bank holiday  x
happiness,"just saw ghosts of girlfriends past with my bf, that movie was so predictable but so funny! i loved it"
sadness,@lisibo ooohhhhh - sorry  So sad - never noticed the dollar signs! #oxteach
happiness,"http://twitpic.com/4jerc view of Atlas Mountains, Morocco across the Straits of Gibraltar, I took the other day from Europa Point, Gib"
happiness,Talking to my best mate and my boyfriend on msn
sadness,"@pickleshy it's tongue in cheek of some mentalities.There is another one which takes the piss of arabs, but its too long"
sadness,@superstarnikki its just one of those days....
happiness,@vulcansmuse @lorirusso still waiting to have a beer with Moldovan. At least he's happy I came.
sadness,@TheReal_RedBone stop that babe u makin me feel very bad now! :/
happiness,"Its awsome... when you know, that you know, that you know!"
happiness,"@AClockworkToad yw, it gets really hot there in the middle of the summer like 110+ but right now its perfect! and less then an hour away."
happiness,Glad to be home I wish I could make @CBrown7785 feel better
sadness,i have a empty house and no ine to share it with
happiness,@AdamCrooklyn good morning broham
happiness,Travel blog up and running!  http://charlenedianetravels.blogspot.com Can't wait to start filling it up with entries! )
happiness,"@ktml nice work buying coda dude! It's a great app! Unfortunately, I bought it when it was the full $99USD  #jealous"
sadness,"Guess I'm gonna try the nap thing again 2day, but since my kids haven't cooperated with it yet this week I'm sure 2day won't be different"
happiness,"@candyconquest Yes you are, thanks  Haha you do? Field of flowers don't exist in Singapore, well not ones that you can frolick in:S"
sadness,@myersandchang it's not.
happiness,@AnnaSaccone Seeing my friends and doing coursework  I have the weekend off work so I am happy!
sadness,No allowed a calculator for this exam despite it containing laths that is impossible to compute in my head.
happiness,@ddlovato hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha
sadness,@TheEllenShow Ellen..why you got to lie?   I'm so sad rite now.
happiness,@charavel nice! now gimmeh some nice stuff
happiness,supernatural is back on tonight !!
sadness,i really should stop relying on my family when they say their going to get me lunch
happiness,"@mellalicious I have to call stevie to reschedule!!  I won a competition yesterday to the launch of sims 3 at Luna park, same day at 6pm"
sadness,"@SirReigns Good luck with the design....remember the little people   Heading to bed, goodnight!"
sadness,@mileycyrus why you never answer me...
happiness,Just got home. So glad I decided to go out. Yay for new friends. Yay for a hug from my crush. Happy
happiness,brendon thinks i'm lame..but i'm just drunk!
happiness,"BARA, BOOBS, CLOSETS, ADVENTURE. AGGGHHHH ENOUGH! Muak mcm baby Gary ku sudah"
sadness,family comes. probably won't be on this weekend
happiness,english class! working on interactive orals
sadness,watching &quot;That Thing You Do&quot; on Comcast. Missing my boo like crrrrrazy!
sadness,my phone is dead and my charger is miles away.. @T_S_R  i'll talk to you in august
sadness,@yomama8929 I go into the room for the first time in weeks and you're off cleaning
happiness,@IntriguingDs ... same to you!
happiness,@kevmarmol Agree!
happiness,"is in class, trying to listen but I really like twitter, facebook, .&amp; myspace  oh yeaaah .&amp; I'm hungry!"
happiness,"Meeting went well last night.They shot promo to air this weekend on MTV. i tried to hide but I was too close, I think they caught me."
sadness,Arrested in the hotel
happiness,I'm going to estonia!  woohoo!!
sadness,"@tinytim2701 Can't go out this weekend, 12 hours of exams next week prevent it  Got my uni summerball next Sat though, should be good!"
sadness,Not feeling well. Food poisoning.......
happiness,is obsessing over chris pine  heehee...
happiness,"@joycecherrier Awww. Don't mean to sound like an overgrown age 37 baby, but I'm still stick. Not as bad as yesterday, but still bad."
sadness,study study study.  What fun on a Saturday.
happiness,@Sharmi A pretty black top with flowers in pink hues
sadness,@keithjoforever why are you so angry keith...  whats up...
happiness,"@Katie_Noonan I think ill do that! I well wanna go out, go no one to go out with  Loveyou xx"
sadness,"Damn, I never knew I could miss my phone so much for 4 hours till they told me I won't have it back till then"
happiness,"Radio:ACTIVE never gets old and never will  this is the 4th time i have listened to the cd (its on repeat) today, and still love it! =D"
happiness,just got Home from school!  it was fun ) oh btw its a music school.
sadness,@AnnaVodka I'm sorry to hear that! that makes me sad
happiness,"@EllenMalloy thanks for trying   I was hoping Bud Trillin, but the Fest would be honored by any of the guests with whom you hobnobbed."
happiness,made my pin hole camera todaaaaay. need to get some film now!  http://tinyurl.com/cw8wp2
happiness,@Prince_Aries Me and that person have something in common then! LOL jk....
sadness,Another boring meeting to attend
happiness,@BlokesLib absolutely!  I have a &quot;his view&quot; section on my site.. I know you're busy but you are more than welcome to guest post
happiness,"Hi, i was just getting up now so i tought i could write something. Today i'm gonna go shopping! Soo fun, isn't it?"
happiness,@cassetetapes  shareeee.
happiness,had a great time talkin with Mike tonight for three hrs.
sadness,@contentwhore  lure her in with a foot massage!
happiness,Going back to Manila this evening. All my trips to Cebu are so bitin.
happiness,"@DjChino102Jamz  I just got through doing my work now I can take the whole day off, its great being your own boss"
happiness,Taping at Cox then picking up starbucks for the office bc I am so nice
happiness,@Lathams they do indeed  glad to hear everything is good with you. I'm great  life is good
happiness,@nnayaj_11 thanks. enjoy the movie! i hope all is well with you te.
happiness,@scenexxqueen haha. welcome to my world. we fail together.
sadness,@Jaz_paige aww hey! I didn't know this was you! LOL. I'm sick. No outtie for me.
happiness,@LarryWalksFast Cool. That'd be fantastic!
happiness,"@Joerup I think it'll be more like a casual attendance instead of a review, as there might not be another issue of felix by then.  Thanks."
sadness,Has been underpaid  just when i really didn't need to be as well.
sadness,Mmmm Ham  Yummy! I have hat hair...Stupid Deli ._.
happiness,"@laraslattery Lara, thank you so much 4 the #FF recommend!"
sadness,so i got to my exam centre n they said we can't let u becuz of your sleeveless top! U cud BELIEVE that!? i had to go home
sadness,"@Tracybelle I'd hang with you, but... Tennessee."
happiness,"@michaelmknight Good morning! Nothing in particular, meeting people and having drinks this evening  what are you doing with your Monday?"
sadness,Got the BrainBone daily question wrong!  - http://bit.ly/11dd2T
happiness,@luvinmycurves womp womp woooomp!
sadness,#hollyoaks .... The curse of justin strikes again.... Date the burton and end up screwed  poor sod
sadness,"@SlovakBrewer Yeah, I wanted to have some  I was bottling, so it's sanitized and all good. It tastes like those choc. oranges."
sadness,"@ShellyKramer I've had a fever for the past 48 hours. You should see me. I'm unshaven, puffy face and look pathetic!"
sadness,"playing with Zeke, he's leaving today"
sadness,@scottharrison Thanks for the DM! I am on the ATL Twestival committee &amp; really hope you have a public speaking event soon!! Enjoy ATL
sadness,"@leathermartini Awwwh.    Sorry!  We'll be glad when you're closer to us, though!"
sadness,I'm sad to take off the suit b/c I know I'm not going to get to wear one again for a long time
happiness,just watched what happens in vegas  it was really good
sadness,got caught in the rain outside. now im cold bbbrrr
happiness,@saraxmazing ah! NFG were super amazing! Jordan is 'pretty legit'!! Can't stay longer 2 meet everyone cuz we hv 3 hour drive home!
happiness,@johna404 Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy
happiness,Good morning!  Just took the longest shower ive ever taken in my life. Like 45 to 50 min shower!! Woah. lol
sadness,it's gloomy outside
happiness,happy superwomans day !
happiness,@affascinare hehee!! yea its supposed to sound mean.. hahhaa
sadness,Sick at home and so bored  I want to get better already so I can enjoy being a college grad!
happiness,"@wendy_fred6 It's REALLY cool! No, I'm on a PC now, I don't have a Mac  well I do but it's ooooooooold  I do have an iphone tho"
happiness,hahaha yay emily i m cool  @emilystack
happiness,"@johncmayer lol that just totally made me laugh, which made my day"
happiness,@artistiquemeg wooohooo! I'm fourth row back
happiness,my sister said yayyy its hannah HOEdown today  haaaa hannah is a hoe apparently hoe.
sadness,@GarethCliff my heart hurts for them. Imagine how shit their skin will be when they're twenty from all the stuff they smeer on it. shame
happiness,@missrogue wow! that is an *awesome* review; carry it with you everywhere; laminate it; read it when down;just plain cool
happiness,I hope they re-run this nerdprom later-  sounds like they're having LOTS of fun.  Thanks all for the play-by-play
happiness,Thanks Synn!
happiness,@GoodNightIrene Thanks lady!!
sadness,"@nettagyrl What makes me sad is when I follow someone I converse with and have similar bios, but they don't follow me back!"
sadness,"@Janegoth It has, however, got me out of doing the gardening - something for which I am eternally pleased"
happiness,"Headed home, see yall in the A.M. Tweets"
sadness,@london I miss u like cotton candy  &lt;3
happiness,Came back from Bishopstorford! Went to my Aunt's wedding party by the way. It was fun! I got to see my cousins again after about 3 years
happiness,Someone just admitted to having a crush on me.. That's cool
sadness,@mamacapps  Know I'm not the only one.  Just harder on me.
happiness,Off to a wedding!
happiness,Guess I was too late  #sigjeans
happiness,looked up weather for greece this weekend....80 and sunny OMGZ
sadness,itï¿½s raining... I hate rain...  going to shop and drink coffee all day.
sadness,@jewelinthesky was able to create an iTunes acct but can no longer redeem the Kris Allen album. note said it got canceled
happiness,@devyra  do you know if anyone from the believers never die tour is going on warped? i know  i can't wait haha
sadness,Stupid net  we think mum broke it. Again.
happiness,@Personal_Trainr Thanks for the link.  It made me smile
sadness,@Cinderell4 bad luck  oh well next time you will be more lucky...
sadness,@DavidArchie want to hear something funny? I'm yours is on the radio right now!
happiness,seriously. increasingly good nights. stoked on life! couldn't be happier  #goodnight
sadness,My room is too hot to sleep in.
happiness,"@TimmyTenga awesome, I'm looking at sourcing some as well."
sadness,I miss Cary and want to drink some chocolate milk with him.
sadness,RIP kelly  fucccccck
sadness,@NiecieD Nice idea for a M-I-L gift. Did you crochet it? Good idea about looking online.  There are Youtube videos showing lefty crochet.
happiness,@Sak_Pase I guess u ain like me den.. My hair cut short..  lol
happiness,going camping in a coupla hours. gotta pack everything... by myself
sadness,@Just_Cal Work or...(hehe mind in the gutter)! I'm sittin here doin this student loan thing.
happiness,http://twitpic.com/4wc1y - Cracking myself more &amp; more up..  PhootoBoothingisFunForBunny Volumen Eins!
happiness,Been Mother Day shopping....wow...big thanks to my sister for coming with me. Sorry about getting you drunk though
sadness,The doggy is sad  cheer up Jessie!
sadness,Y AM I STILL AWAKE!!!! SMH.... THIS SUCKS!!!
happiness,my life is so exhilerating  family kingdom is such a good summer sport!!! and so is swimming in the ocean at night with kristin
sadness,@jtimberlake DAMN YOU KILLED IT ON SNL...THAT WAS GOOD STUFF I WAS CRYING W/LAUGHTER @jimmyfallon broke you i love it
sadness,WHAT THE HELL IS GOING ON?!?! Last night and this morning SUCKED... More moving tonight.
happiness,Getting ready for school - second maths test today  also its my last day of 3rd year!! Next week i will officially be in 4th year
sadness,I feel sorry for my bestie  good luck ali!
sadness,All the people I talk to are GONE
happiness,the sun is shining and i'm off for a driving lesson
happiness,@ShaylaSenzafine haha..yeah..10th of May..lol..im greeting in advance! haha
sadness,Missed the play
sadness,@KINOFLYHIGH fuck i shouldnt have left!
happiness,I don't think I'm very well. Just in time for the weekend
happiness,@DonEads  Cool...a VERY productive day! I just got a spot as an extra in a feature film that is filming tomorrow  AWESOME week all around!
happiness,@soundeffect haha that's awesome!!! Would be cool in a horror movie death scene  Maybe not cool....but amusingly ironic
sadness,Bah! Still at work. Lol my feet hurt and my nose won't stop running!
sadness,@CSURyan I am surprised you haven't fired @StuckeyCSU for announcing the whole world of they body they'd found &quot;Selfish&quot;
happiness,"@besz Well, good luck then."
happiness,Enjoy your hols  xxx
sadness,"it gets worse every year and 2010/2011 will be the worst. oh, and 6 months today!"
happiness,@FredaMooncotch turn on your closed caption ... Then you can read and watch animal planet at the same tiime.
sadness,@the_sandman_ @grave_wounds @hursty02 @samvoaden I miss you guys SO much  xx
sadness,@Sobbee Naw.. it was pretty tame. Only 1 guy in costume.. a Voyager-style &quot;medical&quot; uni. Disappointed there weren't any more in costume.
happiness,@danielradcliffe Sunday and Mother's day!
happiness,Looking forward to Sunday b/c the weather should be warm and sunny
happiness,good morning folks!   what ya gonna do today? it's mothers day
sadness,has has an ok day with jo. She bit me and now its bruised.
happiness,Just found out my baby cousin is gonna be a dad!!!! At least he's married already. Everybody is getting married and having kids before me
sadness,at home sick
sadness,I miss Heroes already  Come one fall!
happiness,@newtoid oh jealous. Though you're missing the fried potato bread
sadness,@simbaaa @mahimaaa SORRY! I couldn't help it. 'Twas to try and get if on the trending topics.
happiness,@abiFACE thanks for havin us overrr!
happiness,"ok.. BEST SNL episode i've seen in a hot minute. Justin is wonderful and Ciara has muscles..the end. G'nitey, tweet tweets!"
happiness,@howie_d awww glad to know Little Sweet D and Leigh are doing good...thanks for the updates Howie
happiness,@RyanSeacrest Same here - coffee is the lifeline to all things good
sadness,Missing the shotgun match because I was guilted into going to the store with the wife.
sadness,Okay gots to go and now for the first time since it started will miss the Block Party on @retrorewind
happiness,@blp2008 lol yep  tell rhonda i said happy mother's day!
sadness,"@kristenhaulser yuppp. I was gonna get it up top but I didn't. I will soon, but I got 2nd holes instead"
happiness,Yesssssssssss! A rocket to the moon is  going on warped!
happiness,"Sydney - Toyota - Landcruiser - 1996 - $10,000  - new ad received and will be posted on the HCC site soon"
happiness,Looking forward to having Dinner with Family and Friendsss! Happy Mothers Day to all the Moms out there!
happiness,This is for all of you ppl! The 1 year Anniversary Video. http://is.gd/ysbs more to come after the break
sadness,@thriftymom TEAR*
sadness,doesn't get to see her fav5 today like planned
sadness,"Another favorite local place bites the dust: Con Sabor Cubano, the place I go to for the most amazing Cuban sammiches, is closed"
happiness,welcome to the family new pillow  im going to lay my head on you tonight!!!
happiness,just got back from greenlake.  it was such a nice day today!
happiness,@tarabellejeanne awhhh It was so nice to see you.
sadness,Got the CofO to late didn't close today   Will close Monday....back out to meet a buyer tonight to show a few homes to
happiness,"@bkkrakora ew, i used to get &quot;suicides&quot; in high school and mix like 5 sodas together. then drink it. i think i remember enjoying it, too."
happiness,@KevinRButters Excellent then Chiang Mai is definitely a possible next vacation stop! thanks for the info.
sadness,i wanna go out
sadness,"@cheetham Alas, we can't broadcast the lunches as we have no bandwidth in those rooms"
happiness,@megan_ftw awh i'm sorry  i'm probably going to do the same thing haha.
happiness,@ginidietrich Weather reports of a week of upper 60s make me happy  Perfect running weather!
sadness,i neeeeeeeed music suggestions but no one will give them
sadness,Mourning Venus' Third Round Loss....
sadness,@RobbieBarnes No Sky. Terrestrial analogue only
sadness,@PrinceTerrence TERRY TERRY TERRY!! i miss you
happiness,"@MiaMiaDC Good morning MiaMiaDC  My weekend was great and I just had my Monday, which was also great  I hope you have a wonderful day!"
happiness,Happy Mother's day
happiness,@antony Hahahahahahahahahah! That tickled me so much!
sadness,@jessner12 you suck majorly  i'm swamped...so why am I on twitter...I don't know...but still  a golf tournament?
happiness,"@sevenspiral no worries, good news are good to spread"
happiness,"@RobTSmith Good morning to you as well Rob, have a great day"
happiness,@steve_berra happy bday stevie bee...and if u want followers u have to get a little more tweety  may babies r the best! i'm the 12th
happiness,@MistressB Am happy to provide backup support for all murderous rampages
sadness,I saw amazing heeels. But they were too big
happiness,Happy mothers day!
happiness,has just finished recording the improvisation for the second instrument in the latest podcast and is happy. nearly mixing time.
sadness,stupid weather
happiness,is super happy at the new interest rate.  whoop whoop.
sadness,"@lupin_bebop that's lame, sorry"
sadness,"@_Toki_ the wee girl started crying and her mum came on, was such a shame"
sadness,@jaredque gets to go home. I'm here until 10:30
happiness,Happy Star Wars Day
happiness,@robdelete yo  what you think of last night? was good to see ya!
happiness,Happy anniversary to @tayloredot and @hellohouston. You know whyyyy. Three years baby!!!
happiness,out enjoying the weather before i have to go to work.. last shift with @jamieallover
happiness,@xsub1 Was at Ruby Skye last night as well! Superb set by Steve. The last hour was loaded with Thrillseekers material old and new
sadness,no school today gd  but dont get to see mates n millsy x
happiness,but worth it i spose
sadness,Um k.. this is NOT Close My Eyes.. this song always makes me cry bc my mom is gone but I &lt;3 it anyway..
sadness,Thought she wuz my best friend...
sadness,@NaomiER Having a bad day actually  but your cd keeps my spirits lifted
happiness,@henrys_creek No worries - thank google! There's nothing you can't find on there!
sadness,"Rove Live in 3 mins, kinda excited."
sadness,@jimmycarr I've been sat sunbathing in the bombed out church all day and left and missed you
happiness,is excited for tonight's party of ron  http://plurk.com/p/sujth
sadness,I just cried whilst watching hollyoaks  .. i need a life! lol
sadness,is about to go to gymnastics! my last day with this class!
sadness,it will be my second year that i will not be there
happiness,@SeanTheROBOT  Good Evening!~
sadness,booo Dario let TK get a hair cut
happiness,I have a better idea: need a couple hour of relax. bed time. Sweet dreams to everyone!  love u all
sadness,"Played a show tonight @ Chinnerys, southend. Snapped my guitar strap, ripped off the strings then threw my guitar across the stage..."
sadness,"just watched devil wears prada, and i want to live in new york city more than ever. why must i be so poor"
happiness,OMJ! The 3rd episode of Jonas is too great! They are so funny. I wish I was the Pizza Girll. Lol &lt;3
sadness,@donald_jackson already there's none left  back to cabbage soup
sadness,"sad day, redskins release Jansen   Best wishes to him. http://twurl.nl/ueivwi"
happiness,yay new computer to fiddle about with
sadness,listening through the Mendeed discog once again. I still think their disbanding is a loss.  #metal
happiness,@Meshel_Laurie Your father is a lucky man! He sounds like a fighter
sadness,"If Hamilton gets a hockey team, I really think the name Hamilton should be in the team name. If not, I'll be sad."
sadness,I should be in NYC right now with some of my favorite people but instead I am stuck in RI.
sadness,(@zachflauaus) Note to self: never ever leave the MacBook Pro on the stupid iCurve. It fell off.
happiness,@supprintdesign oh i like that let me c
sadness,"@aplusk Awww, here...WAZ UUUUP!!!   Seriously, glad y'all had fun.  Too bad my invite got lost in the mail lol. peace. xo"
happiness,@amber_benson Loved it! You continue to delight us Amber.    Great job on the backing and the video by @adambusch. Kudos.
happiness,"Roast was yummy, I think mum was impressed!!!"
happiness,"@JaySodmg heyy jay, wat's going on witcha ? &amp; do you want a twitter background ? you already know i gotcha if you need anything."
sadness,i mean monday take the test monday!!!! please o please !
happiness,@Mansur_Rahal Thing about living is that there are always undeveloped pictures in your future.
happiness,"@eliasharrak ummm, come on, for me twins and slurpees, and being in a car with the twins is going to be pretty epic!!!"
sadness,"Felt like crap, behaved like my son; ate to compensate. Pigged out on home-roasted sugar almonds. Painful tum, threw up, still feel sick."
sadness,already missing my biddy bops  home at mom's for the night watching my little bro and getting some rest for my birthday party tomorrow :-D
sadness,"@katrin_l unfortunately not.my work ties me down 4 the whole summer.but if there's a eu-tour this fall,I'll be there!  I want a rebound"
sadness,going down the post office to try and sort this whole ebay hacker thing
happiness,@pkollar very heart-warming indeed. I'll be looking forward to that day
happiness,My wish came true!  see u
happiness,@Orch1d: i really adore your K-POPPED site ! http://k-popped.com/ haha
sadness,Please don't vote for her out of sympathy!  #BGT
happiness,Very content with my life at the moment
happiness,@llJessicall SOunds goood!
sadness,wishes people wouldn't be so stubborn sometimes.
happiness,Good morning! It's going to be a kick-butt day!
happiness,@FionaKyle I thought it was pretty funny.
sadness,Soo Tired. My head hurts. I Love Andy sooooo much!
sadness,@tromboneforhire No Zune HD at E3???  This means no games on the Zune HD like I dreamed.
happiness,"Tomorrow is Mother's Day! What did you get for your moms?! If you don't have a gift, just tell her that you love her."
sadness,Sorting out Twitter issues....very frustrated that you can't talk to someone and they respond slowly to issues - capacity the challenges
sadness,"@BunnyBridget I would LOVE to learn trapeze! I've wanted to do that since I was a kid. Sadly, there's no place where I live that teaches"
sadness,@Rainbowcentre No  sadly its not  bit disappointed will try again later see if i change my mind
happiness,Aww. I'm glad that I'm up at this obscenely late/early hour. Because I just found out that Forest Kline is engaged.
sadness,"@natbubba yeah, totally unfair.  we should just. FLAME THEM EVERYWHERE"
happiness,10 more days to go for Freedom!!!!!! Damn these xams!!
sadness,"aww thats wikid, i need to book myne again sooon  miss you to lovely!! im off ned some brekkie.. speak soon dudde xxx"
happiness,"@TheAsterik BETTER BE. ALSO, YES. UNF UNF &lt;3 ...Lisa still hasn't gotten any, btw  *smacked*"
happiness,I still can't believe the Matt McCoy interview got 255 views!! Twitter truly is....AWESOME!
happiness,@CaroleCross Thank you for that!  I know it.
sadness,"@ElectraX ...i'm sorry about you are still sick  u know most of them, AND i know that u will guess the &quot;pelzer present&quot; ;-)"
sadness,@JaylaStarr  I guess you are not interested !!
sadness,"I kno I'm behind the times on this one, but I just learned that Troy &quot;t-bag&quot; Dixon died back on dec. 8th 2008. RIP Troy."
happiness,@saramcdonald23 soooo jelous of you right now
sadness,@Mad_Gab  We should bask in misery together
sadness,I never thought falling in love can cause so much pain...  good thing that I'm so over that phase!
sadness,New issue of @olivemagazine in the office...desperately want to flick through but have so much to do. It'll have to wait
happiness,"Ah, that was easy  I just received the new link for the Reegie rig"
sadness,"tired and didn't really have an exciting Saturday.  oh well, hope it's better tomorrow."
sadness,"chillin on break eatin some grub. pretty burnt out had an eventful day. wanting to go to the movies with Ian, not happening though."
happiness,@shmeezie thanks for having me! i had a great time too
sadness,@eightwednesday @emilyhilleren I lost that membership when I got boosted to the 3 D club.  It's lonely.
happiness,Happy Mother's Day to all to all the wonderful moms out there.  -Matalatine
sadness,spending most of the weekend working.. that doesn't even sound fun
happiness,Had a nice pre mother's day dinner out. Now a cocktail before retiring for the evening
happiness,@jennyinmaui I just read your twitter bio. Love it. Very clever and cute. I'm all about smiles.
sadness,@ringqvist seriously...it only gets sadder
sadness,@WerewolfJacob Thank you for the shout out..when you get time to chat with me come back! I miss you terribly
happiness,"@karlixpaz Hmm... it's a miracle you're using twitter, and it's fun... so... Tweet!"
happiness,my special edition JFPL came today! all i have time to do is rip the demo cd to itunes and upload to my ipod before i go to work
sadness,"I just want this whole day to hurry up,"
sadness,"he switches off his cellphone!! huaaaaa, i cant sleep  buzz me bebe.."
sadness,Wanting to go out... apparently no ones available!
happiness,At the doctors office woooo so much fun. Have to go back to wotk after this cant afford to be off.
happiness,@1sweetwhirl remember the guy who 1st #tweetbud you! ~&gt; @yashved_2890  help him get 900 flwrs &amp; make him smile!
sadness,Just drove by fisher and I feel so sad
